week,ydstogo,yardline_100,posteam_timeouts_remaining,defteam_timeouts_remaining,score_diff,converted,down1_pct,down2_pct,down3_pct,successes,failures,prep_days,rush,dome,KICKOFF,PUNT,home,random_var,minutes_remaining
3,1,40,3,3,14,1,48.3,31.9,8.3,2,2,7,0,0,0,0,0,1.10212875180433,16.15
3,1,13,2,3,14,1,48.3,31.9,8.3,2,2,7,1,0,0,0,0,0.334934751466088,14.916666666666666
3,7,8,2,3,14,0,48.3,31.9,8.3,2,2,7,0,0,0,0,0,-0.655602484024241,12.816666666666666
3,4,26,3,2,-17,1,53.3,30.2,25,3,1,7,0,0,1,0,1,-0.654683396987019,10.75
3,3,68,2,3,10,1,48.3,31.9,8.3,2,2,7,0,0,1,0,0,-0.214751192088866,9.133333333333333
3,2,50,3,2,-17,1,53.3,30.2,25,3,1,7,0,0,1,0,1,-1.19328211986698,7.916666666666667
3,9,37,3,2,-17,0,53.3,30.2,25,3,1,7,0,0,1,0,1,1.01917420823117,6.933333333333334
3,2,36,2,3,17,1,48.3,31.9,8.3,2,2,7,1,0,0,0,0,1.21828995762927,5.283333333333333
3,9,21,2,3,17,0,48.3,31.9,8.3,2,2,7,1,0,0,0,0,0.859015825578184,3
3,4,81,3,1,-20,1,53.3,30.2,25,3,1,7,0,0,1,0,1,-0.621788529508682,1.4
3,8,49,3,3,0,0,53.7,31,16.7,1,0,7,0,0,1,0,0,1.40537597711624,58.93333333333333
3,6,65,3,3,0,1,62.5,52.4,37.9,3,1,7,0,0,0,1,1,-1.52248630795238,56.35
3,1,66,3,3,-7,1,53.7,31,16.7,1,0,7,1,0,1,0,0,-0.0200609782799993,50.7
3,8,62,3,3,-7,0,53.7,31,16.7,1,0,7,0,0,1,0,0,-0.415333098362256,49.21666666666667
3,7,62,3,3,-7,1,53.7,31,16.7,1,0,7,0,0,0,0,0,-0.867037761605493,45.333333333333336
3,11,50,3,3,-7,0,53.7,31,16.7,1,0,7,0,0,0,0,0,2.22602755105958,43.75
3,4,87,3,3,7,0,62.5,52.4,37.9,3,1,7,0,0,0,1,1,-0.542150715111888,41.63333333333333
3,1,41,3,3,-7,1,53.7,31,16.7,1,0,7,1,0,0,1,0,-0.0345258737585146,38.95
3,3,17,3,3,-7,1,53.7,31,16.7,1,0,7,0,0,0,1,0,0.0406355770164181,36.21666666666667
3,1,10,3,3,0,1,53.7,31,16.7,1,0,7,1,0,0,0,0,1.6633471825293,34.95
3,7,7,3,3,0,0,53.7,31,16.7,1,0,7,0,0,0,0,0,0.492432024474182,33.56666666666667
3,5,70,2,3,-3,0,62.5,52.4,37.9,3,1,7,1,0,1,0,1,-0.0495553994536003,32.68333333333333
3,1,45,3,1,3,1,53.7,31,16.7,1,0,7,1,0,0,1,0,-1.09974108909628,31.233333333333334
3,9,42,3,1,3,0,53.7,31,16.7,1,0,7,0,0,0,1,0,-0.382108099879841,30.7
3,1,66,3,3,-3,1,62.5,52.4,37.9,3,1,7,1,0,1,0,1,0.221876065033409,29.116666666666667
3,1,55,3,3,-3,0,62.5,52.4,37.9,3,1,7,1,0,1,0,1,0.58296360735246,26.816666666666666
3,3,36,3,3,3,0,53.7,31,16.7,1,0,7,0,0,0,1,0,-0.152883466333629,23.716666666666665
3,6,71,3,3,-6,0,62.5,52.4,37.9,3,1,7,0,0,1,0,1,-2.07557001616547,22.916666666666668
3,3,81,3,3,6,1,53.7,31,16.7,1,0,7,0,0,0,1,0,-1.14252293512084,21.366666666666667
3,10,71,3,3,6,0,53.7,31,16.7,1,0,7,0,0,0,1,0,0.639596047406525,20.833333333333332
3,1,59,3,3,-6,1,62.5,52.4,37.9,3,1,7,1,0,0,1,1,-0.0800475489634376,19.033333333333335
3,1,10,3,3,-6,1,62.5,52.4,37.9,3,1,7,1,0,0,1,1,1.4659290068553,15.316666666666666
3,6,47,3,3,-1,1,53.7,31,16.7,1,0,7,0,0,1,0,0,-0.287628934372891,13.633333333333333
3,6,35,3,3,-1,0,53.7,31,16.7,1,0,7,0,0,1,0,0,1.36492198436039,11.5
3,8,38,3,3,-2,0,62.5,52.4,37.9,3,1,7,0,0,1,0,1,1.72658854821619,8.333333333333334
3,5,60,3,3,-1,0,53.7,31,16.7,1,0,7,0,0,1,0,0,-0.556752798884684,5.033333333333333
3,6,75,3,3,1,1,62.5,52.4,37.9,3,1,7,1,0,0,1,1,-0.526345335567804,3.5
3,5,51,3,2,1,0,62.5,52.4,37.9,3,1,7,0,0,0,1,1,-0.26580087163408,2.533333333333333
3,11,99,1,3,-1,0,53.7,31,16.7,1,0,7,0,0,0,1,0,1.1237176115277001,2.0833333333333335
3,9,74,2,0,3,0,62.5,52.4,37.9,3,1,7,1,0,1,0,1,-0.324934543889381,1.9166666666666667
3,6,34,0,2,-3,0,53.7,31,16.7,1,0,7,0,0,0,1,0,-0.346980149107642,1.1166666666666667
3,2,67,2,0,0,1,62.5,52.4,37.9,3,1,7,0,0,1,0,1,1.14976379534633,0.5666666666666667
3,20,61,1,0,0,0,62.5,52.4,37.9,3,1,7,0,0,1,0,1,-0.647183362840202,0.18333333333333332
3,6,71,2,2,0,0,53.7,31,16.7,1,0,7,0,0,1,0,0,-0.541007479221938,8.716666666666667
3,6,44,2,2,0,0,62.5,52.4,37.9,3,1,7,0,0,0,1,1,1.70019799705025,7.15
3,2,47,2,2,0,0,53.7,31,16.7,1,0,7,1,0,0,1,0,1.1132554067332,5.016666666666667
3,3,47,2,2,0,0,62.5,52.4,37.9,3,1,7,0,0,0,0,1,1.2100346198349,3.466666666666667
3,5,35,2,1,0,0,53.7,31,16.7,1,0,7,1,0,0,0,0,-0.254593041007335,1.3
3,11,76,3,3,0,0,48.4,41.3,37.9,2,1,7,0,1,1,0,0,-0.769061571628552,58.5
3,8,26,3,3,0,0,34,15,8.3,3,1,10,0,1,0,1,1,0.0703241682187549,53.68333333333333
3,5,62,3,3,0,1,48.4,41.3,37.9,2,1,7,0,1,0,0,0,-0.737406099497337,51.5
3,7,28,3,3,0,1,48.4,41.3,37.9,2,1,7,0,1,0,0,0,-0.231209151438861,48.45
3,4,46,3,2,-7,0,34,15,8.3,3,1,10,0,1,1,0,1,1.82119614421445,45.166666666666664
3,1,71,2,3,7,1,48.4,41.3,37.9,2,1,7,0,1,0,1,0,1.7019519938854,43.666666666666664
3,7,66,2,3,7,1,48.4,41.3,37.9,2,1,7,0,1,0,1,0,-0.501363905465757,42.28333333333333
3,9,56,2,3,7,0,48.4,41.3,37.9,2,1,7,0,1,0,1,0,0.629850766279531,40.9
3,15,15,3,2,0,1,34,15,8.3,3,1,10,0,1,0,0,1,0.110242205943872,33.61666666666667
3,5,5,3,1,0,0,34,15,8.3,3,1,10,0,1,0,0,1,2.22157537855578,32.25
3,1,1,1,1,-3,0,48.4,41.3,37.9,2,1,7,1,1,1,0,0,-0.717542998724018,30.933333333333334
3,2,52,3,3,-4,0,34,15,8.3,3,1,10,0,1,1,0,1,-0.791843091930233,28.883333333333333
3,9,35,3,2,4,0,48.4,41.3,37.9,2,1,7,0,1,0,1,0,-0.494798024906309,26
3,5,52,2,3,-4,1,34,15,8.3,3,1,10,0,1,0,0,1,0.611102829126385,24.733333333333334
3,4,40,2,3,-4,0,34,15,8.3,3,1,10,0,1,0,0,1,0.490058127362602,22.783333333333335
3,11,55,2,3,-11,1,34,15,8.3,3,1,10,1,1,1,0,1,-0.538824618517988,19.433333333333334
3,6,36,2,3,-11,0,34,15,8.3,3,1,10,0,1,1,0,1,-0.63941546134673,18.233333333333334
3,9,60,3,2,4,0,48.4,41.3,37.9,2,1,7,0,1,1,0,0,0.394652357310978,15.883333333333333
3,5,64,2,3,-4,1,34,15,8.3,3,1,10,0,1,0,1,1,1.61707446083793,13.383333333333333
3,17,50,3,2,-3,1,48.4,41.3,37.9,2,1,7,0,1,1,0,0,-0.253133290528405,8.85
3,9,74,2,3,-4,1,34,15,8.3,3,1,10,0,1,1,0,1,1.63452742481405,7.5
3,1,23,2,3,-4,1,34,15,8.3,3,1,10,1,1,1,0,1,-0.538517609664687,5.866666666666666
3,2,2,2,3,-4,0,34,15,8.3,3,1,10,0,1,1,0,1,0.468499561411896,3.0166666666666666
3,11,86,3,1,4,0,48.4,41.3,37.9,2,1,7,0,1,0,0,0,-1.75501938337703,1.95
3,10,20,0,3,-4,0,34,15,8.3,3,1,10,0,1,0,0,1,-0.00679085465642371,0.7833333333333333
3,1,66,3,3,0,1,52.4,20,13.3,1,2,8,0,0,1,0,1,-0.437317105944075,59.266666666666666
3,4,38,3,3,0,0,52.4,20,13.3,1,2,8,0,0,1,0,1,-0.700757183395886,56.55
3,11,11,3,3,0,0,45.6,37.7,29,1,0,8,0,0,0,0,0,1.04252818360365,53.516666666666666
3,11,76,3,3,-3,0,52.4,20,13.3,1,2,8,0,0,1,0,1,0.279424838959638,51.63333333333333
3,1,65,3,3,3,0,45.6,37.7,29,1,0,8,0,0,0,1,0,0.11918558352717,49.6
3,4,73,3,3,-3,1,52.4,20,13.3,1,2,8,0,0,0,1,1,0.0403514855154782,48.05
3,11,31,2,3,-3,0,52.4,20,13.3,1,2,8,0,0,0,1,1,-0.513313336819166,43.06666666666667
3,3,5,3,2,0,0,45.6,37.7,29,1,0,8,0,0,1,0,0,0.0635593815812721,39.93333333333333
3,10,75,2,3,-3,1,52.4,20,13.3,1,2,8,0,0,1,0,1,0.0432998441691097,39.2
3,18,72,2,3,-3,0,52.4,20,13.3,1,2,8,0,0,1,0,1,1.06059833039429,37.833333333333336
3,9,63,2,2,3,0,45.6,37.7,29,1,0,8,0,0,0,1,0,-0.489609519313109,35.61666666666667
3,10,76,2,2,-3,0,52.4,20,13.3,1,2,8,0,0,0,1,1,-0.919309709022979,33.93333333333333
3,18,49,2,2,-3,0,52.4,20,13.3,1,2,8,0,0,0,0,1,1.8431329466136,32.55
3,18,87,2,1,3,0,45.6,37.7,29,1,0,8,1,0,0,1,0,-0.563143281549204,31.483333333333334
3,6,17,2,2,0,0,45.6,37.7,29,1,0,8,0,0,1,0,0,-0.331166030781704,26.4
3,10,44,2,2,-3,1,52.4,20,13.3,1,2,8,0,0,1,0,1,-0.798794835640196,23.483333333333334
3,8,30,2,2,4,0,52.4,20,13.3,1,2,8,0,0,0,0,1,-0.567320210373803,18.333333333333332
3,16,81,2,2,-7,0,45.6,37.7,29,1,0,8,1,0,1,0,0,-1.86709268876167,16.4
3,9,59,2,2,7,1,52.4,20,13.3,1,2,8,0,0,0,1,1,0.249349831169053,13.483333333333333
3,8,47,2,2,7,0,52.4,20,13.3,1,2,8,0,0,0,1,1,2.13429813148311,11.983333333333333
3,18,88,2,2,-7,0,45.6,37.7,29,1,0,8,0,0,0,0,0,-1.19535757522299,9.516666666666667
3,5,35,2,2,7,0,52.4,20,13.3,1,2,8,0,0,0,1,1,1.83165516580037,7.366666666666666
3,10,75,1,2,-10,0,45.6,37.7,29,1,0,8,0,0,1,0,0,-0.865943301384542,6.75
3,18,84,2,1,10,0,52.4,20,13.3,1,2,8,1,0,0,1,1,-0.53058411994877,4.5
3,3,39,1,2,-10,0,45.6,37.7,29,1,0,8,0,0,0,1,0,-0.061369605691873,2.816666666666667
3,1,1,1,2,-10,1,45.6,37.7,29,1,0,8,0,0,0,1,0,0.660887311163689,1.1
3,15,80,3,3,0,0,44.2,50,30.4,1,1,7,0,0,1,0,1,-0.144123354594707,58.55
3,6,54,3,3,0,1,38.7,24.5,29,3,0,7,0,0,0,1,0,-1.84090544414404,57.68333333333333
3,3,29,3,3,0,0,38.7,24.5,29,3,0,7,0,0,0,1,0,0.138716795242291,55.85
3,7,72,3,3,-3,1,44.2,50,30.4,1,1,7,0,0,1,0,1,0.482028035165868,54.983333333333334
3,8,58,3,3,-3,0,44.2,50,30.4,1,1,7,0,0,1,0,1,1.61213169937196,53.083333333333336
3,3,45,3,3,3,0,38.7,24.5,29,3,0,7,0,0,0,1,0,0.73472331806078806,50.3
3,7,91,3,3,-3,0,44.2,50,30.4,1,1,7,0,0,0,1,1,0.68913242325974,48.68333333333333
3,5,42,3,3,3,1,38.7,24.5,29,3,0,7,0,0,0,1,0,-1.44166432383762,46.85
3,16,30,3,3,3,0,38.7,24.5,29,3,0,7,0,0,0,1,0,-0.0524697140081158,45
3,22,74,3,3,-3,0,44.2,50,30.4,1,1,7,0,0,0,0,1,1.06330838969157,44.03333333333333
3,5,73,3,3,3,1,38.7,24.5,29,3,0,7,0,0,0,1,0,1.14075693242787,42.45
3,3,62,3,3,-10,0,44.2,50,30.4,1,1,7,0,0,1,0,1,1.52970390428311,40.166666666666664
3,3,85,3,3,10,1,38.7,24.5,29,3,0,7,0,0,0,1,0,0.265936829200416,38.85
3,5,75,3,3,10,0,38.7,24.5,29,3,0,7,0,0,0,1,0,1.8731945258758,37.7
3,2,49,3,3,-10,0,44.2,50,30.4,1,1,7,1,0,0,1,1,1.45229697637145,34.7
3,6,38,3,3,-10,0,44.2,50,30.4,1,1,7,0,0,0,1,1,-1.00798597419468,32
3,8,59,2,2,7,1,38.7,24.5,29,3,0,7,0,0,1,0,0,0.0986994223192631,30.45
3,2,42,1,1,7,1,38.7,24.5,29,3,0,7,1,0,1,0,0,0.0365449694774355,30.133333333333333
3,1,66,3,3,7,1,38.7,24.5,29,3,0,7,1,0,1,0,0,1.26220085591626,29.1
3,6,33,3,3,7,0,38.7,24.5,29,3,0,7,0,0,1,0,0,-0.511201526089715,25.6
3,3,55,3,3,-10,0,44.2,50,30.4,1,1,7,0,0,1,0,1,1.85662938399852,22.7
3,23,93,3,3,10,0,38.7,24.5,29,3,0,7,1,0,0,1,0,-0.111505138221119,20.35
3,13,54,3,3,-10,0,44.2,50,30.4,1,1,7,0,0,0,1,1,-0.156297620695851,18.816666666666666
3,15,85,3,3,10,1,38.7,24.5,29,3,0,7,0,0,0,1,0,-1.03060299379936,17.2
3,9,68,3,3,10,0,38.7,24.5,29,3,0,7,0,0,0,1,0,0.0408650925831308,15.333333333333334
3,10,69,3,3,-10,0,44.2,50,30.4,1,1,7,1,0,0,1,1,-0.426373485349528,14.966666666666667
3,1,45,3,3,10,0,38.7,24.5,29,3,0,7,1,0,0,1,0,-0.761925881189803,11.333333333333334
3,5,82,3,2,-10,1,44.2,50,30.4,1,1,7,0,0,0,1,1,-0.148229599641776,10.066666666666666
3,6,50,2,3,3,0,38.7,24.5,29,3,0,7,0,0,1,0,0,-0.83056885179863,2.933333333333333
3,15,95,3,2,-3,0,44.2,50,30.4,1,1,7,0,0,0,1,1,0.595647897629051,2.45
3,3,77,2,2,5,0,38.7,24.5,29,3,0,7,0,0,1,0,0,-1.93987832634,2
3,10,55,2,2,-5,0,44.2,50,30.4,1,1,7,0,0,0,1,1,-0.386884008073343,1.5166666666666666
3,4,40,2,0,5,0,38.7,24.5,29,3,0,7,1,0,0,0,0,0.689375718967736,1.1333333333333333
3,10,75,3,3,0,0,57.1,39.1,16.1,3,5,6,0,0,1,0,0,-0.734351307075139,59.516666666666666
3,7,49,3,3,0,0,54.5,50,40,1,1,7,0,0,0,1,1,1.5967781750873,56.55
3,6,23,3,3,0,1,57.1,39.1,16.1,3,5,6,0,0,0,0,0,0.693614040187884,53.05
3,5,8,3,3,0,1,57.1,39.1,16.1,3,5,6,0,0,0,0,0,0.174377387395782,51.733333333333334
3,10,62,3,3,-7,1,54.5,50,40,1,1,7,1,0,1,0,1,-0.708316809235251,50.85
3,10,48,3,3,-7,0,54.5,50,40,1,1,7,0,0,1,0,1,0.254237179648775,48.416666666666664
3,3,83,3,3,7,1,57.1,39.1,16.1,3,5,6,0,0,0,1,0,-1.18791285576449,47.06666666666667
3,9,78,3,3,7,0,57.1,39.1,16.1,3,5,6,0,0,0,1,0,-1.69174442775748,45
3,4,68,3,3,-7,1,54.5,50,40,1,1,7,0,0,0,1,1,0.563061734705663,42.86666666666667
3,15,64,3,3,-7,0,54.5,50,40,1,1,7,0,0,0,1,1,-0.0882880811347792,40.9
3,10,40,3,3,-14,1,54.5,50,40,1,1,7,0,0,1,0,1,-1.81657262733145,36.38333333333333
3,8,27,3,3,-14,0,54.5,50,40,1,1,7,0,0,1,0,1,-0.203932355779708,34.983333333333334
3,1,36,3,2,14,0,57.1,39.1,16.1,3,5,6,0,0,0,1,0,0.892826576251162,31.333333333333332
3,7,7,2,1,14,0,57.1,39.1,16.1,3,5,6,0,0,0,1,0,-0.789941982962549,30.233333333333334
3,14,79,3,3,-17,0,54.5,50,40,1,1,7,0,0,1,0,1,-0.532332365203335,28.416666666666668
3,9,50,3,3,17,0,57.1,39.1,16.1,3,5,6,0,0,0,0,0,1.12084903284063,25.85
3,9,89,3,3,-17,0,54.5,50,40,1,1,7,0,0,0,1,1,1.11832284274771,24.05
3,1,47,3,3,17,1,57.1,39.1,16.1,3,5,6,1,0,0,1,0,-0.972555487860276,22.783333333333335
3,6,37,2,3,17,0,57.1,39.1,16.1,3,5,6,0,0,0,1,0,-0.469733827847292,21.483333333333334
3,6,91,3,2,-17,1,54.5,50,40,1,1,7,0,0,0,1,1,0.18691046046041,20.016666666666666
3,4,73,3,2,-17,1,54.5,50,40,1,1,7,0,0,0,1,1,-0.0475364621848361,18.3
3,5,16,3,2,-17,0,54.5,50,40,1,1,7,0,0,0,1,1,0.188295754782643,15.066666666666666
3,9,86,2,3,17,0,57.1,39.1,16.1,3,5,6,0,0,0,0,0,1.10466001835567,13.65
3,7,20,3,2,-17,0,54.5,50,40,1,1,7,0,0,0,1,1,-0.697697073647498,11.133333333333333
3,4,61,2,3,14,0,57.1,39.1,16.1,3,5,6,0,0,1,0,0,0.795685345062227,8.716666666666667
3,10,13,3,2,-14,1,54.5,50,40,1,1,7,0,0,0,1,1,1.55668956103744,8.133333333333333
3,2,2,3,2,-14,0,54.5,50,40,1,1,7,1,0,0,1,1,0.0573793111518446,7.616666666666666
3,3,76,2,3,6,0,57.1,39.1,16.1,3,5,6,0,0,1,0,0,0.0752207557647891,5.616666666666666
3,1,71,3,2,-6,1,54.5,50,40,1,1,7,1,0,0,1,1,-2.03234904030134,4.933333333333334
3,3,8,3,2,-6,1,54.5,50,40,1,1,7,0,0,0,1,1,0.477945381947326,2.9833333333333334
3,8,30,1,3,-1,0,57.1,39.1,16.1,3,5,6,0,0,1,0,0,0.00699431799585002,1.25
3,6,71,3,3,0,1,60,52.6,26.1,1,0,4,0,0,1,0,1,0.536623150050126,59.3
3,8,45,3,3,0,1,60,52.6,26.1,1,0,4,0,0,1,0,1,-1.12333332486675,56.53333333333333
3,1,12,3,3,0,1,60,52.6,26.1,1,0,4,1,0,1,0,1,0.312531915099043,54.7
3,10,11,3,3,0,0,60,52.6,26.1,1,0,4,0,0,1,0,1,-0.550984141326733,53.88333333333333
3,4,69,3,3,-3,1,41.1,42.9,42.9,1,2,4,0,0,1,0,0,2.34769780845538,53.083333333333336
3,1,53,3,3,-3,1,41.1,42.9,42.9,1,2,4,1,0,1,0,0,-0.046501172355999,51.45
3,8,28,3,3,-3,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,0.957338965332549,48.983333333333334
3,9,57,3,3,0,0,60,52.6,26.1,1,0,4,0,0,1,0,1,-1.44504068349379,46.7
3,16,96,3,3,0,0,41.1,42.9,42.9,1,2,4,0,0,0,1,0,0.30095875765607,45
3,15,77,3,3,0,1,60,52.6,26.1,1,0,4,0,0,0,1,1,0.730697545046702,43.8
3,13,31,3,3,0,1,60,52.6,26.1,1,0,4,0,0,0,1,1,0.483826721120965,40.28333333333333
3,5,9,3,3,0,1,60,52.6,26.1,1,0,4,0,0,0,1,1,-0.682002019687049,37.88333333333333
3,2,67,3,3,-7,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,0.0373764810352197,36.983333333333334
3,1,64,3,3,7,1,60,52.6,26.1,1,0,4,1,0,0,1,1,0.197226183514657,35.45
3,12,20,3,2,7,1,60,52.6,26.1,1,0,4,0,0,0,1,1,0.292692538528615,31.85
3,2,67,1,3,-14,1,41.1,42.9,42.9,1,2,4,0,0,1,0,0,0.281425317883647,30.966666666666665
3,3,38,0,3,-14,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,-0.0517903559901465,30.366666666666667
3,7,57,3,3,-11,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,-0.595658600293148,27.533333333333335
3,8,94,3,3,11,0,60,52.6,26.1,1,0,4,0,0,0,1,1,-0.122713772822823,26.033333333333335
3,3,3,3,3,5,0,60,52.6,26.1,1,0,4,0,0,1,0,1,-0.84258439052075,19.25
3,9,80,3,3,-8,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,0.752038113622798,17.45
3,17,25,2,3,8,0,60,52.6,26.1,1,0,4,0,0,0,1,1,-0.751513193711582,13.5
3,11,76,3,2,-11,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,0.647128630099561,11.266666666666667
3,2,32,2,3,11,1,60,52.6,26.1,1,0,4,0,0,0,1,1,-0.778427485688999,7.55
3,17,52,3,2,-18,0,41.1,42.9,42.9,1,2,4,0,0,1,0,0,0.823293640041047,3.8
3,5,47,2,1,18,0,60,52.6,26.1,1,0,4,1,0,0,0,1,-1.78802882781688,3.5
3,6,91,0,2,-18,0,41.1,42.9,42.9,1,2,4,0,0,0,1,0,-1.40218615928085,2.3
3,4,45,2,0,18,1,60,52.6,26.1,1,0,4,1,0,0,1,1,2.78182653297891,1.15
3,3,68,3,3,0,1,58.8,48.9,22.6,2,1,8,0,0,1,0,1,0.763896866872414,58.766666666666666
3,8,59,3,3,0,0,58.8,48.9,22.6,2,1,8,0,0,1,0,1,1.30620089524,57.483333333333334
3,1,14,3,3,0,0,51.7,54.2,55.6,1,0,11,0,0,0,1,0,0.431834774863336,54.333333333333336
3,7,66,3,3,0,0,58.8,48.9,22.6,2,1,8,1,0,0,0,1,-0.0256958018817718,52.333333333333336
3,6,26,3,3,0,1,51.7,54.2,55.6,1,0,11,1,0,0,1,0,-0.282473880954707,49.46666666666667
3,15,18,3,3,0,0,51.7,54.2,55.6,1,0,11,0,0,0,1,0,-0.608689290872982,48.28333333333333
3,13,78,3,3,-3,0,58.8,48.9,22.6,2,1,8,0,0,1,0,1,0.400743445892028,46.766666666666666
3,5,54,3,3,3,0,51.7,54.2,55.6,1,0,11,0,0,0,1,0,0.303266756510504,44.95
3,3,61,3,3,-3,1,58.8,48.9,22.6,2,1,8,0,0,0,1,1,-0.1665519361903,42.983333333333334
3,3,46,3,3,-3,1,58.8,48.9,22.6,2,1,8,0,0,0,1,1,0.476054436145165,40.983333333333334
3,9,15,3,3,-3,0,58.8,48.9,22.6,2,1,8,0,0,0,1,1,-0.765222586795784,38.71666666666667
3,5,79,3,3,0,1,51.7,54.2,55.6,1,0,11,0,0,1,0,0,-1.22537818484312,37.61666666666667
3,10,34,3,3,0,1,51.7,54.2,55.6,1,0,11,0,0,1,0,0,1.48899480507766,33.68333333333333
3,1,28,3,3,7,1,51.7,54.2,55.6,1,0,11,1,0,0,0,0,1.60919204775007,31.583333333333332
3,2,28,1,2,7,1,51.7,54.2,55.6,1,0,11,1,0,0,0,0,-0.146436520723336,30.25
3,3,68,3,3,10,1,51.7,54.2,55.6,1,0,11,1,0,1,0,0,-1.58624661443286,29.333333333333332
3,1,1,3,2,10,0,51.7,54.2,55.6,1,0,11,1,0,1,0,0,1.84873899623115,24.933333333333334
3,7,61,2,3,-17,0,58.8,48.9,22.6,2,1,8,0,0,1,0,1,0.484626933270082,22.233333333333334
3,1,78,3,2,17,1,51.7,54.2,55.6,1,0,11,1,0,0,1,0,0.0144416866961986,20.7
3,2,2,3,2,19,0,51.7,54.2,55.6,1,0,11,0,0,1,0,0,0.800206955418373,14.266666666666667
3,1,8,2,3,-22,1,58.8,48.9,22.6,2,1,8,0,0,1,0,1,-1.20089286966186,10.366666666666667
3,1,1,2,3,-22,1,58.8,48.9,22.6,2,1,8,0,0,1,0,1,-0.453182238817562,9.45
3,1,54,2,2,14,1,51.7,54.2,55.6,1,0,11,1,0,1,0,0,1.12784106297306,6.516666666666667
3,13,55,2,2,14,1,51.7,54.2,55.6,1,0,11,0,0,1,0,0,-0.507917235068601,5
3,4,24,2,2,14,1,51.7,54.2,55.6,1,0,11,0,0,1,0,0,0.621664169598068,3.4
3,6,15,2,2,14,0,51.7,54.2,55.6,1,0,11,1,0,1,0,0,-1.73070384958552,1.3166666666666667
3,1,66,3,3,0,0,30.2,31.4,13.8,3,1,6,1,1,1,0,0,-0.732227233338421,58.75
3,3,81,3,3,0,0,51.2,48.3,23.5,0,2,7,0,1,0,1,1,0.619774401723041,56.75
3,6,73,3,3,0,0,30.2,31.4,13.8,3,1,6,0,1,0,1,0,-1.20372492911425,55.78333333333333
3,1,32,3,3,0,0,51.2,48.3,23.5,0,2,7,1,1,0,1,1,-0.995046530292309,52.516666666666666
3,7,72,3,2,-7,1,30.2,31.4,13.8,3,1,6,0,1,1,0,0,0.800806867247557,51.35
3,5,70,2,3,0,0,51.2,48.3,23.5,0,2,7,0,1,1,0,1,0.653995786710327,49.78333333333333
3,8,73,3,2,0,1,30.2,31.4,13.8,3,1,6,0,1,0,1,0,1.25908489473113,48.733333333333334
3,4,54,3,2,0,0,30.2,31.4,13.8,3,1,6,0,1,0,1,0,-0.316545615300437,46.666666666666664
3,1,77,2,3,0,1,51.2,48.3,23.5,0,2,7,0,1,0,1,1,1.13199784225491,45
3,1,62,2,3,0,1,51.2,48.3,23.5,0,2,7,0,1,0,1,1,0.806127778758109,43.3
3,1,46,2,2,0,1,30.2,31.4,13.8,3,1,6,1,1,0,0,0,-0.993257243856781,40.5
3,6,25,2,2,0,0,30.2,31.4,13.8,3,1,6,0,1,0,0,0,-1.16613805489987,38.7
3,16,81,2,2,-3,0,51.2,48.3,23.5,0,2,7,0,1,1,0,1,-0.560054350274873,37.88333333333333
3,9,36,2,2,3,1,30.2,31.4,13.8,3,1,6,1,1,0,1,0,0.48062333408342,33.516666666666666
3,14,30,2,2,3,0,30.2,31.4,13.8,3,1,6,1,1,0,1,0,-0.76130496591882,32.38333333333333
3,4,52,2,2,-6,0,51.2,48.3,23.5,0,2,7,0,1,1,0,1,0.343838349935924,30.866666666666667
3,10,75,3,3,-6,0,51.2,48.3,23.5,0,2,7,0,1,1,0,1,0.157816824778091,29.8
3,5,74,3,3,6,1,30.2,31.4,13.8,3,1,6,0,1,0,1,0,0.981508364074125,26.8
3,7,39,3,3,6,0,30.2,31.4,13.8,3,1,6,0,1,0,1,0,0.709748929177937,24.65
3,1,66,3,3,-9,1,51.2,48.3,23.5,0,2,7,0,1,1,0,1,-0.348660388876705,23.216666666666665
3,18,35,3,3,-16,0,51.2,48.3,23.5,0,2,7,0,1,1,0,1,0.503101117257882,13.9
3,2,70,3,3,16,0,30.2,31.4,13.8,3,1,6,0,1,0,0,0,1.04390874048605,11.85
3,1,1,3,3,-16,1,51.2,48.3,23.5,0,2,7,0,1,0,1,1,-0.4393595955301,5.733333333333333
3,8,73,2,3,8,0,30.2,31.4,13.8,3,1,6,0,1,1,0,0,-1.31505923299281,4.866666666666666
3,3,27,3,2,-8,0,51.2,48.3,23.5,0,2,7,1,1,0,1,1,-0.157138431170971,3.8666666666666667
3,4,8,3,2,-8,0,51.2,48.3,23.5,0,2,7,0,1,0,1,1,0.0661540950135394,2.5166666666666666
3,2,67,2,1,5,1,30.2,31.4,13.8,3,1,6,0,1,1,0,0,-0.209087047169954,2.2
3,12,63,2,0,5,0,30.2,31.4,13.8,3,1,6,1,1,1,0,0,2.38270032582796,1.1333333333333333
3,4,72,3,3,0,1,65.7,45.3,19.4,3,1,6,0,0,1,0,1,0.232336187191839,58.71666666666667
3,6,58,3,3,0,1,65.7,45.3,19.4,3,1,6,0,0,1,0,1,0.848398930543562,56.78333333333333
